drug_name,drug_id,ind_name,ind_id,status,phase,DetailedStatus,prior_repurposing_count,dc_struct_id,dc_approval_date,established_product,why_stopped_classification,label,split
Calcium Chloride,DB01164,Hypocalcemic tetany,C0151940,Approved,,,6,5682,2015-06-18,True,,repurposed-success,discovery
Calcium Chloride,DB01164,Hypocalcemia,C0020598,Approved,,,6,5682,2015-06-18,True,,repurposed-success,discovery
Calcium Chloride,DB01164,Hyperkalemia,C0020461,Approved,,,6,5682,2015-06-18,True,,repurposed-success,discovery
Ofloxacin,DB01165,Pyelonephritis,C0034186,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,URINARY TRACT INFECTION CITROBACTER,C0749955,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Anthrax disease,C0003175,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Typhoid Fever,C0041466,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Proteus pneumonia,C1260917,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Escherichia coli urinary tract infection,C0577708,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Infective otitis externa,C0021355,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Escherichia coli septicemia,C0276088,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Shigella Infections,C0013371,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Chronic tubotympanic suppurative otitis media,C0155440,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Gonorrhea,C0018081,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Infective cystitis,C0600041,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Streptococcus pyogenes infection,C0554628,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,URINARY TRACT INFECTION ENTEROCOCCUS,C0749958,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Haemophilus influenzae pneumonia,C0276026,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Proteus urinary tract infection,C0577709,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Staphylococcal Pneumonia,C0032308,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Pneumonia due to Pseudomonas,C0155860,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Bacterial urinary infection,C0729524,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,non-gonococcal urethritis (NGU),C1112709,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Escherichia coli Infections,C0014836,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Arthropathy associated with infection,C0157749,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Chlamydial pneumonia,C0339959,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Klebsiella cystitis,C0520775,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Chancroids,C0007947,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Enterobacter pneumonia,C1096258,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Infection of bone,C2242472,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Chlamydial cervicitis,C0341834,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Acute maxillary sinusitis,C0155804,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Pneumonia due to Escherichia coli,C0276089,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Gonorrhea of rectum,C0275665,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Female genital tract infection,C1263758,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Acute gonococcal urethritis,C0275652,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Enteric campylobacteriosis,C0275982,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Staphylococcus aureus infection,C1318973,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Acute gonococcal cervicitis,C0153195,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Otitis Externa,C0029878,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Haemophilus parainfluenzae pneumonia,C0877633,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Acute exacerbation of chronic bronchitis,C0856695,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Rhinoscleroma,C0035468,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Acute gonococcal endometritis,C0153196,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Bacterial infection due to Klebsiella pneumoniae,C0343402,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,"Pneumonia, Bacterial",C0004626,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Chronic Bacterial Prostatitis,C1720797,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Enterobacteriaceae Infections,C0014347,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Chlamydial pelvic inflammatory disease,C0520777,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Cystitis,C0010692,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Postoperative infection,C0392618,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Malignant otitis externa due to Pseudomonas aeruginosa,C0395818,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Urinary tract infection,C0042029,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Pneumonia,C0032285,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,prostatitis,C0033581,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Acute Moraxella catarrhalis bronchitis,C0339932,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Streptococcal pneumonia,C0155862,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Intraabdominal Infections,C1112209,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Lower respiratory tract infection,C0149725,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Bronchitis,C0006277,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Traveler's diarrhea,C0277528,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Mycoplasma pneumonia,C0032302,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Legionella pneumophila pneumonia,C0857846,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Acute bacterial sinusitis,C0275556,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Moraxella catarrhalis pneumonia,C0857831,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Chlamydial urethritis,C1278807,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Acute osteomyelitis,C0158371,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,PYELONEPHRITIS E COLI,C0748196,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Infection of skin AND/OR subcutaneous tissue,C0178299,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Nosocomial pneumonia,C0949083,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Cystitis escherichia,C0853852,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Bacterial conjunctivitis,C0009768,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Ofloxacin,DB01165,Abdominal Abscess,C0243001,Approved,,,69,1981,1990-12-28,True,,repurposed-success,discovery
Cilostazol,DB01166,Intermittent Claudication,C0021775,Approved,,,0,644,1999-01-15,True,,original-approval,confirmation
Itraconazole,DB01167,Candidemia,C0877445,Approved,,,10,1513,1992-09-11,True,,repurposed-success,confirmation
Itraconazole,DB01167,Onychomycosis of fingernails,C1274469,Approved,,,10,1513,1992-09-11,True,,repurposed-success,confirmation
Itraconazole,DB01167,Systemic candidiasis,C0153252,Approved,,,10,1513,1992-09-11,True,,repurposed-success,confirmation
Itraconazole,DB01167,Candidiasis of the esophagus,C0239295,Approved,,,10,1513,1992-09-11,True,,repurposed-success,confirmation
Itraconazole,DB01167,Onychomycosis of toenails,C1274470,Approved,,,10,1513,1992-09-11,True,,repurposed-success,confirmation
Itraconazole,DB01167,Fusariosis,C0276758,Approved,,,10,1513,1992-09-11,True,,repurposed-success,confirmation
Itraconazole,DB01167,Aspergillosis,C0004030,Approved,,,10,1513,1992-09-11,True,,repurposed-success,confirmation
Itraconazole,DB01167,Oropharyngeal candidiasis,C0919659,Approved,,,10,1513,1992-09-11,True,,repurposed-success,confirmation
Itraconazole,DB01167,Invasive Pulmonary Aspergillosis,C0276653,Approved,,,10,1513,1992-09-11,True,,repurposed-success,confirmation
Itraconazole,DB01167,Blastomycosis,C0005716,Approved,,,10,1513,1992-09-11,True,,repurposed-success,confirmation
Itraconazole,DB01167,Histoplasmosis,C0019655,Approved,,,10,1513,1992-09-11,True,,repurposed-success,confirmation
Procarbazine,DB01168,Hodgkin Disease,C0019829,Approved,,,0,2272,1969-07-22,True,,original-approval,confirmation
Arsenic trioxide,DB01169,Acute myelomonocytic leukemia,C0023479,Approved,,,1,244,2000-09-25,True,,repurposed-success,confirmation
Arsenic trioxide,DB01169,Acute Promyelocytic Leukemia,C0023487,Approved,,,1,244,2000-09-25,True,,repurposed-success,confirmation
Guanethidine,DB01170,Hypertensive disease,C0020538,Approved,,,0,1342,1960-07-05,True,,original-approval,confirmation
Moclobemide,DB01171,Depressive disorder,C0011581,Approved,,,0,1825,1990-01-01,True,,original-approval,confirmation
Kanamycin,DB01172,Infection of bone,C2242472,Approved,,,8,1519,1973-02-13,True,,repurposed-success,discovery
Kanamycin,DB01172,Infection of skin AND/OR subcutaneous tissue,C0178299,Approved,,,8,1519,1973-02-13,True,,repurposed-success,discovery
Kanamycin,DB01172,"Pneumonia, Bacterial",C0004626,Approved,,,8,1519,1973-02-13,True,,repurposed-success,discovery
Kanamycin,DB01172,Meningitis,C0025289,Approved,,,8,1519,1973-02-13,True,,repurposed-success,discovery
Kanamycin,DB01172,Urinary tract infection,C0042029,Approved,,,8,1519,1973-02-13,True,,repurposed-success,discovery
Kanamycin,DB01172,Intraabdominal Infections,C1112209,Approved,,,8,1519,1973-02-13,True,,repurposed-success,discovery
Kanamycin,DB01172,Arthropathy associated with infection,C0157749,Approved,,,8,1519,1973-02-13,True,,repurposed-success,discovery
Kanamycin,DB01172,Bacterial sepsis,C0684256,Approved,,,8,1519,1973-02-13,True,,repurposed-success,discovery
Kanamycin,DB01172,Cholangitis,C0008311,Approved,,,8,1519,1973-02-13,True,,repurposed-success,discovery
Orphenadrine,DB01173,Muscle Spasticity,C0026838,Approved,,,1,1999,1957-05-10,True,,repurposed-success,discovery
Orphenadrine,DB01173,Parkinsonian Disorders,C0242422,Approved,,,1,1999,1957-05-10,True,,repurposed-success,discovery
Phenobarbital,DB01174,Simple Partial Seizures,C0234974,Approved,,,9,2134,1912-01-01,True,,repurposed-success,confirmation
Phenobarbital,DB01174,Bipolar disorder in remission,C0270425,Approved,,,9,2134,1912-01-01,True,,repurposed-success,confirmation
Phenobarbital,DB01174,Vascular Headaches,C0042376,Approved,,,9,2134,1912-01-01,True,,repurposed-success,confirmation
Phenobarbital,DB01174,Lennox-Gastaut syndrome,C0238111,Approved,,,9,2134,1912-01-01,True,,repurposed-success,confirmation
Phenobarbital,DB01174,Epilepsy,C0014544,Approved,,,9,2134,1912-01-01,True,,repurposed-success,confirmation
Phenobarbital,DB01174,Tonic - clonic seizures,C0494475,Approved,,,9,2134,1912-01-01,True,,repurposed-success,confirmation
Phenobarbital,DB01174,Cluster Headache,C0009088,Approved,,,9,2134,1912-01-01,True,,repurposed-success,confirmation
Phenobarbital,DB01174,Migraine Disorders,C0149931,Approved,,,9,2134,1912-01-01,True,,repurposed-success,confirmation
Phenobarbital,DB01174,Tonic-Clonic Epilepsy,C0014549,Approved,,,9,2134,1912-01-01,True,,repurposed-success,confirmation
Phenobarbital,DB01174,Epilepsy characterized by intractable complex partial seizures,C2711653,Approved,,,9,2134,1912-01-01,True,,repurposed-success,confirmation
Escitalopram,DB01175,Major Depressive Disorder,C1269683,Approved,,,1,1053,2002-08-14,True,,repurposed-success,discovery
Escitalopram,DB01175,Generalized Anxiety Disorder,C0270549,Approved,,,1,1053,2002-08-14,True,,repurposed-success,discovery
Cyclizine,DB01176,Coughing,C0010200,Approved,,,9,749,,False,,repurposed-success,confirmation
Cyclizine,DB01176,Hay fever,C0018621,Approved,,,9,749,,False,,repurposed-success,confirmation
Cyclizine,DB01176,Motion Sickness,C0026603,Approved,,,9,749,,False,,repurposed-success,confirmation
Cyclizine,DB01176,Rhinorrhea,C1260880,Approved,,,9,749,,False,,repurposed-success,confirmation
Cyclizine,DB01176,Allergic rhinitis (disorder),C2607914,Approved,,,9,749,,False,,repurposed-success,confirmation
Cyclizine,DB01176,Nasal congestion (finding),C0027424,Approved,,,9,749,,False,,repurposed-success,confirmation
Cyclizine,DB01176,"Rhinitis, Vasomotor",C0035460,Approved,,,9,749,,False,,repurposed-success,confirmation
Cyclizine,DB01176,Allergic Conjunctivitis,C0009766,Approved,,,9,749,,False,,repurposed-success,confirmation
Cyclizine,DB01176,Common Cold,C0009443,Approved,,,9,749,,False,,repurposed-success,confirmation
Cyclizine,DB01176,Sneezing,C0037383,Approved,,,9,749,,False,,repurposed-success,confirmation
Idarubicin,DB01177,"Leukemia, Myelocytic, Acute",C0023467,Approved,,,1,1414,1990-09-27,True,,repurposed-success,confirmation
Idarubicin,DB01177,Acute Promyelocytic Leukemia,C0023487,Approved,,,1,1414,1990-09-27,True,,repurposed-success,confirmation
Chlormezanone,DB01178,Anxiety,C0003467,Approved,,,0,603,1960-05-20,True,,original-approval,confirmation
Podofilox,DB01179,Condylomata Acuminata,C0009663,Approved,,,0,3481,1990-12-13,True,,original-approval,discovery
Propafenone,DB01182,Paroxysmal atrial fibrillation,C0235480,Approved,,,2,2291,1989-11-27,True,,repurposed-success,discovery
Propafenone,DB01182,Paroxysmal atrial flutter,C0741292,Approved,,,2,2291,1989-11-27,True,,repurposed-success,discovery
Propafenone,DB01182,Paroxysmal supraventricular tachycardia,C0030590,Approved,,,2,2291,1989-11-27,True,,repurposed-success,discovery
Naloxone,DB01183,Poisoning by opiate analgesic drug,C0412850,Approved,,,3,4832,2014-09-16,True,,repurposed-success,confirmation
Naloxone,DB01183,Opiate Addiction,C0524662,Approved,,,3,4832,2014-09-16,True,,repurposed-success,confirmation
Naloxone,DB01183,Pain,C0030193,Approved,,,3,4832,2014-09-16,True,,repurposed-success,confirmation
Naloxone,DB01183,Drug-induced constipation,C0267511,Approved,,,3,4832,2014-09-16,True,,repurposed-success,confirmation
Domperidone,DB01184,Nausea and vomiting,C0027498,Approved,,,0,945,1982-01-01,True,,original-approval,confirmation
Fluoxymesterone,DB01185,Noonan Syndrome,C0028326,Approved,,,7,1210,1956-10-15,True,,repurposed-success,discovery
Fluoxymesterone,DB01185,Hormone receptor positive malignant neoplasm of breast,C1562029,Approved,,,7,1210,1956-10-15,True,,repurposed-success,discovery
Fluoxymesterone,DB01185,Testicular hypogonadism,C0151721,Approved,,,7,1210,1956-10-15,True,,repurposed-success,discovery
Fluoxymesterone,DB01185,Cryptorchidism,C0010417,Approved,,,7,1210,1956-10-15,True,,repurposed-success,discovery
Fluoxymesterone,DB01185,Klinefelter Syndrome,C0022735,Approved,,,7,1210,1956-10-15,True,,repurposed-success,discovery
Fluoxymesterone,DB01185,Deficiency of testosterone biosynthesis,C0342527,Approved,,,7,1210,1956-10-15,True,,repurposed-success,discovery
Fluoxymesterone,DB01185,Delayed Puberty,C0034012,Approved,,,7,1210,1956-10-15,True,,repurposed-success,discovery
Fluoxymesterone,DB01185,Generalized Myotonia of Thomsen,C2936781,Approved,,,7,1210,1956-10-15,True,,repurposed-success,discovery
Pergolide,DB01186,Parkinsonian Disorders,C0242422,Approved,,,0,2105,1988-12-30,True,,original-approval,discovery
Ciclopirox,DB01188,Scurfiness of scalp,C0423775,Approved,,,7,636,1982-12-30,True,,repurposed-success,confirmation
Ciclopirox,DB01188,Tinea corporis (disorder),C0040252,Approved,,,7,636,1982-12-30,True,,repurposed-success,confirmation
Ciclopirox,DB01188,Onychomycosis,C0040261,Approved,,,7,636,1982-12-30,True,,repurposed-success,confirmation
Ciclopirox,DB01188,Tinea cruris,C1384589,Approved,,,7,636,1982-12-30,True,,repurposed-success,confirmation
Ciclopirox,DB01188,Tinea Versicolor,C0040262,Approved,,,7,636,1982-12-30,True,,repurposed-success,confirmation
Ciclopirox,DB01188,Tinea Pedis,C0040259,Approved,,,7,636,1982-12-30,True,,repurposed-success,confirmation
Ciclopirox,DB01188,Seborrheic dermatitis,C0036508,Approved,,,7,636,1982-12-30,True,,repurposed-success,confirmation
Ciclopirox,DB01188,Cutaneous Candidiasis,C0006846,Approved,,,7,636,1982-12-30,True,,repurposed-success,confirmation
Clindamycin,DB01190,Streptococcal pneumonia,C0155862,Approved,,,18,3909,1972-10-02,True,,repurposed-success,discovery
Clindamycin,DB01190,Streptococcal sepsis,C0152964,Approved,,,18,3909,1972-10-02,True,,repurposed-success,discovery
Clindamycin,DB01190,Bacterial sepsis,C0684256,Approved,,,18,3909,1972-10-02,True,,repurposed-success,discovery
Clindamycin,DB01190,Osteomyelitis due to Staphylococcus aureus,C1997728,Approved,,,18,3909,1972-10-02,True,,repurposed-success,discovery
Clindamycin,DB01190,Infection of skin AND/OR subcutaneous tissue,C0178299,Approved,,,18,3909,1972-10-02,True,,repurposed-success,discovery
Clindamycin,DB01190,Staphylococcal bacteraemia,C0152965,Approved,,,18,3909,1972-10-02,True,,repurposed-success,discovery
Clindamycin,DB01190,Gas gangrene caused by clostridium perfringens,C0343500,Approved,,,18,3909,1972-10-02,True,,repurposed-success,discovery
Clindamycin,DB01190,Arthropathy associated with infection,C0157749,Approved,,,18,3909,1972-10-02,True,,repurposed-success,discovery
Clindamycin,DB01190,Aspiration Pneumonia,C0032290,Approved,,,18,3909,1972-10-02,True,,repurposed-success,discovery
Clindamycin,DB01190,Intraabdominal Infections,C1112209,Approved,,,18,3909,1972-10-02,True,,repurposed-success,discovery
Clindamycin,DB01190,Staphylococcal Pneumonia,C0032308,Approved,,,18,3909,1972-10-02,True,,repurposed-success,discovery
Clindamycin,DB01190,Pelvic Inflammatory Disease,C0242172,Approved,,,18,3909,1972-10-02,True,,repurposed-success,discovery
Clindamycin,DB01190,Streptococcus pyogenes infection,C0554628,Approved,,,18,3909,1972-10-02,True,,repurposed-success,discovery
Clindamycin,DB01190,Staphylococcus aureus infection,C1318973,Approved,,,18,3909,1972-10-02,True,,repurposed-success,discovery
Clindamycin,DB01190,Septicemia due to anaerobes,C0152967,Approved,,,18,3909,1972-10-02,True,,repurposed-success,discovery
Clindamycin,DB01190,Infection of bone,C2242472,Approved,,,18,3909,1972-10-02,True,,repurposed-success,discovery
Clindamycin,DB01190,"Empyema, Pleural",C0014013,Approved,,,18,3909,1972-10-02,True,,repurposed-success,discovery
Clindamycin,DB01190,Acne Vulgaris,C0001144,Approved,,,18,3909,1972-10-02,True,,repurposed-success,discovery
Clindamycin,DB01190,Bacterial Vaginosis,C0085166,Approved,,,18,3909,1972-10-02,True,,repurposed-success,discovery
Dexfenfluramine,DB01191,Obesity,C0028754,Approved,,,0,832,1970-01-01,True,,original-approval,confirmation
Oxymorphone,DB01192,Pain,C0030193,Approved,,,3,2034,1959-04-02,True,,repurposed-success,confirmation
Oxymorphone,DB01192,Chronic pain,C0150055,Approved,,,3,2034,1959-04-02,True,,repurposed-success,confirmation
Oxymorphone,DB01192,Severe pain,C0278140,Approved,,,3,2034,1959-04-02,True,,repurposed-success,confirmation
Oxymorphone,DB01192,Labor Pain,C0474368,Approved,,,3,2034,1959-04-02,True,,repurposed-success,confirmation
Acebutolol,DB01193,Hypertensive disease,C0020538,Approved,,,1,40,1984-12-28,True,,repurposed-success,confirmation
Acebutolol,DB01193,Premature ventricular contractions,C0151636,Approved,,,1,40,1984-12-28,True,,repurposed-success,confirmation
Brinzolamide,DB01194,Ocular Hypertension,C0028840,Approved,,,1,396,1998-04-01,True,,repurposed-success,discovery
Brinzolamide,DB01194,"Glaucoma, Open-Angle",C0017612,Approved,,,1,396,1998-04-01,True,,repurposed-success,discovery
Flecainide,DB01195,Paroxysmal atrial flutter,C0741292,Approved,,,1,1176,1985-10-31,True,,repurposed-success,discovery
Flecainide,DB01195,Paroxysmal atrial fibrillation,C0235480,Approved,,,1,1176,1985-10-31,True,,repurposed-success,discovery
Estramustine,DB01196,Prostatic Neoplasms,C0033578,Approved,,,0,1065,,False,,original-approval,confirmation
Captopril,DB01197,Chronic heart failure,C0264716,Approved,,,2,101,1981-04-06,True,,repurposed-success,discovery
Captopril,DB01197,Hypertensive disease,C0020538,Approved,,,2,101,1981-04-06,True,,repurposed-success,discovery
Captopril,DB01197,Diabetic Nephropathy,C0011881,Approved,,,2,101,1981-04-06,True,,repurposed-success,discovery
Zopiclone,DB01198,Sleeplessness,C0917801,Approved,,,0,2873,2004-12-15,True,,original-approval,confirmation
Bromocriptine,DB01200,"Parkinson Disease, Postencephalitic",C0030568,Approved,,,3,403,1978-06-28,True,,repurposed-success,discovery
Bromocriptine,DB01200,Acromegaly,C0001206,Approved,,,3,403,1978-06-28,True,,repurposed-success,discovery
Bromocriptine,DB01200,Parkinson Disease,C0030567,Approved,,,3,403,1978-06-28,True,,repurposed-success,discovery
Bromocriptine,DB01200,Hyperprolactinemia,C0020514,Approved,,,3,403,1978-06-28,True,,repurposed-success,discovery
Rifapentine,DB01201,"Tuberculosis, Pulmonary",C0041327,Approved,,,0,2378,1998-06-22,True,,original-approval,discovery
Levetiracetam,DB01202,Simple Partial Seizures,C0234974,Approved,,,1,1563,1999-11-30,True,,repurposed-success,discovery
Levetiracetam,DB01202,Epilepsy characterized by intractable complex partial seizures,C2711653,Approved,,,1,1563,1999-11-30,True,,repurposed-success,discovery
Nadolol,DB01203,Angina Pectoris,C0002962,Approved,,,1,1865,1979-12-10,True,,repurposed-success,discovery
Nadolol,DB01203,Hypertensive disease,C0020538,Approved,,,1,1865,1979-12-10,True,,repurposed-success,discovery
Lomustine,DB01206,Hodgkin Disease,C0019829,Approved,,,1,1596,1976-08-04,True,,repurposed-success,discovery
Lomustine,DB01206,Brain Neoplasms,C0006118,Approved,,,1,1596,1976-08-04,True,,repurposed-success,discovery
Sparfloxacin,DB01208,Mycoplasma pneumonia,C0032302,Approved,,,6,2466,1996-12-19,True,,repurposed-success,confirmation
Sparfloxacin,DB01208,Haemophilus parainfluenzae pneumonia,C0877633,Approved,,,6,2466,1996-12-19,True,,repurposed-success,confirmation
Sparfloxacin,DB01208,Moraxella catarrhalis pneumonia,C0857831,Approved,,,6,2466,1996-12-19,True,,repurposed-success,confirmation
Sparfloxacin,DB01208,Pneumonia,C0032285,Approved,,,6,2466,1996-12-19,True,,repurposed-success,confirmation
Sparfloxacin,DB01208,Haemophilus influenzae pneumonia,C0276026,Approved,,,6,2466,1996-12-19,True,,repurposed-success,confirmation
Sparfloxacin,DB01208,Acute Moraxella catarrhalis bronchitis,C0339932,Approved,,,6,2466,1996-12-19,True,,repurposed-success,confirmation
Sparfloxacin,DB01208,Chlamydial pneumonia,C0339959,Approved,,,6,2466,1996-12-19,True,,repurposed-success,confirmation
Dezocine,DB01209,Pain,C0030193,Approved,,,0,847,,False,,original-approval,discovery
Levobunolol,DB01210,Ocular Hypertension,C0028840,Approved,,,1,431,1985-12-19,True,,repurposed-success,discovery
Levobunolol,DB01210,"Glaucoma, Open-Angle",C0017612,Approved,,,1,431,1985-12-19,True,,repurposed-success,discovery
Clarithromycin,DB01211,Acute maxillary sinusitis,C0155804,Approved,,,19,668,1991-10-31,True,,repurposed-success,confirmation
Clarithromycin,DB01211,Staphylococcus aureus infection,C1318973,Approved,,,19,668,1991-10-31,True,,repurposed-success,confirmation
Clarithromycin,DB01211,Acute bacterial sinusitis,C0275556,Approved,,,19,668,1991-10-31,True,,repurposed-success,confirmation
Clarithromycin,DB01211,Infective otitis media,C0729586,Approved,,,19,668,1991-10-31,True,,repurposed-success,confirmation
Clarithromycin,DB01211,Pulmonary Mycobacterium avium complex infection,C2733595,Approved,,,19,668,1991-10-31,True,,repurposed-success,confirmation
Clarithromycin,DB01211,Helicobacter-associated gastritis,C0343378,Approved,,,19,668,1991-10-31,True,,repurposed-success,confirmation
Clarithromycin,DB01211,Chlamydial pneumonia,C0339959,Approved,,,19,668,1991-10-31,True,,repurposed-success,confirmation
Clarithromycin,DB01211,Acute otitis media,C0271429,Approved,,,19,668,1991-10-31,True,,repurposed-success,confirmation
Clarithromycin,DB01211,Mycoplasma pneumonia,C0032302,Approved,,,19,668,1991-10-31,True,,repurposed-success,confirmation
Clarithromycin,DB01211,"Pneumonia, Bacterial",C0004626,Approved,,,19,668,1991-10-31,True,,repurposed-success,confirmation
Clarithromycin,DB01211,Acute exacerbation of chronic bronchitis,C0856695,Approved,,,19,668,1991-10-31,True,,repurposed-success,confirmation
Clarithromycin,DB01211,Streptococcus pyogenes infection,C0554628,Approved,,,19,668,1991-10-31,True,,repurposed-success,confirmation
Clarithromycin,DB01211,Infection of skin AND/OR subcutaneous tissue,C0178299,Approved,,,19,668,1991-10-31,True,,repurposed-success,confirmation
Clarithromycin,DB01211,Moraxella catarrhalis pneumonia,C0857831,Approved,,,19,668,1991-10-31,True,,repurposed-success,confirmation
Clarithromycin,DB01211,Acute Moraxella catarrhalis bronchitis,C0339932,Approved,,,19,668,1991-10-31,True,,repurposed-success,confirmation
Clarithromycin,DB01211,Acute bacterial bronchitis,C0339933,Approved,,,19,668,1991-10-31,True,,repurposed-success,confirmation
Clarithromycin,DB01211,Streptococcal pneumonia,C0155862,Approved,,,19,668,1991-10-31,True,,repurposed-success,confirmation
Clarithromycin,DB01211,Streptococcal tonsillitis,C0275804,Approved,,,19,668,1991-10-31,True,,repurposed-success,confirmation
