drug_name,drug_id,ind_name,ind_id,status,phase,DetailedStatus
,DB00959,Multiple Sclerosis,C0026769,Terminated,Phase 3,low enrollment
Carboplatin,DB00958,Non-Small Cell Lung Carcinoma,C0007131,Terminated,Phase 2,"Based on data collected, the combination appeared to be poorly tolearated."
Dexamethasone,DB01234,Nausea,C0027497,Terminated,Phase 2,Closed due to poor accrual and lack of feasibility to finish study per DSMB
Dexamethasone,DB01234,Vomiting,C0042963,Terminated,Phase 2,Closed due to poor accrual and lack of feasibility to finish study per DSMB
Dexamethasone,DB01234,"unspecified childhood solid tumor, protocol specific",C0279002,Terminated,Phase 2,Closed due to poor accrual and lack of feasibility to finish study per DSMB
Prednisolone,DB00860,Lupus Nephritis,C0024143,Terminated,Phase 3,Study was terminated early for administrative reasons.
Carboplatin,DB00958,Fallopian Tube Neoplasms,C0015558,Terminated,Phase 1,MTD not determined
Carboplatin,DB00958,ovarian neoplasm,C0919267,Terminated,Phase 1,MTD not determined
Doxorubicin,DB00997,recurrent childhood acute lymphoblastic leukemia,C0278519,Terminated,Phase 1,The study was stopped due to poor accrual and lack of funding.
Dexamethasone,DB01234,recurrent childhood acute lymphoblastic leukemia,C0278519,Terminated,Phase 1,The study was stopped due to poor accrual and lack of funding.
Carboplatin,DB00958,Cutaneous Melanoma,C0151779,Terminated,Phase 2,Slow accrual.
Methylprednisolone,DB00860,"Lupus Erythematosus, Systemic",C0024141,Terminated,Phase 3,The study was terminated prematurely when the decision was made that ocrelizumab was not
,DB00959,"Lupus Erythematosus, Systemic",C0024141,Terminated,Phase 3,The study was terminated prematurely when the decision was made that ocrelizumab was not
Etoposide,DB00773,Neuroblastoma,C0027819,Terminated,Phase 2/Phase 3,Slow Accrual.
Carboplatin,DB00958,Neuroblastoma,C0027819,Terminated,Phase 2/Phase 3,Slow Accrual.
Melphalan,DB01042,Neuroblastoma,C0027819,Terminated,Phase 2/Phase 3,Slow Accrual.
Prednisolone,DB00860,Lupus Nephritis,C0024143,Withdrawn,Phase 3,Local pharmacy unwilling to comply with study protocol
,DB00959,Lupus Nephritis,C0024143,Withdrawn,Phase 3,Local pharmacy unwilling to comply with study protocol
Fludarabine,DB01073,"Lymphoma, Non-Hodgkin",C0024305,Terminated,Phase 3,closed to enrollment
Ifosfamide,DB01181,Retinoblastoma,C0035335,Terminated,Phase 1,Replaced by another study
Etoposide,DB00773,"Leukemia, Myelocytic, Acute",C0023467,Terminated,Phase 1,due to new safety information
Thalidomide,DB01041,T-Cell Lymphoma,C0079772,Terminated,Phase 2,Decision not to pursue as single agent in the study population.
Thalidomide,DB01041,Advanced cancer,C0877373,Terminated,Phase 2,Low accrual.
Thalidomide,DB01041,Pain,C0030193,Terminated,Phase 2,Low accrual.
Fludarabine,DB01073,"Lupus Erythematosus, Systemic",C0024141,Terminated,Phase 1,inactive
Fludarabine,DB01073,Systemic Scleroderma,C0036421,Terminated,Phase 1,inactive
Thalidomide,DB01041,Adult T-Cell Lymphoma/Leukemia,C0023493,Terminated,Phase 0,Closed due to futility with only 1 patient accrued
Thalidomide,DB01041,Angioimmunoblastic Lymphadenopathy,C0020981,Terminated,Phase 0,Closed due to futility with only 1 patient accrued
Thalidomide,DB01041,Ki-1+ Anaplastic Large Cell Lymphoma,C0206180,Terminated,Phase 0,Closed due to futility with only 1 patient accrued
Testosterone,DB00624,Hypogonadism,C0020619,Withdrawn,Phase 1,financial constraints
Fludarabine,DB01073,Cutaneous Melanoma,C0151779,Terminated,Phase 2,Terminated due to withdrawal of support from our collaborator.
Fludarabine,DB01073,"unspecified adult solid tumor, protocol specific",C0279004,Terminated,Phase 2,Terminated due to withdrawal of support from our collaborator.
Levoleucovorin,DB11596,Colorectal Carcinoma,C0009402,Withdrawn,Phase 2/Phase 3,Withdrawn by the study sponsor.
Levoleucovorin,DB11596,Secondary malignant neoplasm of liver,C0494165,Withdrawn,Phase 2/Phase 3,Withdrawn by the study sponsor.
Fludarabine,DB01073,Neuroblastoma,C0027819,Terminated,Phase 1/Phase 2,Poor accrual
Fludarabine,DB01073,Immunologic Deficiency Syndromes,C0021051,Terminated,Phase 1/Phase 2,Poor accrual
Budesonide,DB00741,Inflammatory Bowel Diseases,C0021390,Terminated,Phase 2,Study terminated due to insufficient enrollment
Budesonide,DB00741,Ulcerative Colitis,C0009324,Terminated,Phase 2,Study terminated due to insufficient enrollment
Fludarabine,DB01042,Myeloproliferative disease,C0027022,Terminated,Phase 2,Unacceptable morbidity & mortality
Fludarabine,DB01042,leukemia,C0023418,Terminated,Phase 2,Unacceptable morbidity & mortality
Budesonide,DB01222,Radiation proctitis,C0400827,Terminated,Phase 2,Study was prematurely stopped due to slow recruitment after 17 of 32 anticipated patients were
Cytarabine,DB00987,adult acute myeloid leukemia in remission,C0279094,Terminated,Phase 2,
Cytarabine,DB00987,adult acute myeloid leukemia with inv(16)(p13;q22),C1541333,Terminated,Phase 2,
Cytarabine,DB00987,adult acute myeloid leukemia with t(15;17)(q22;q12),C1541335,Terminated,Phase 2,
Cytarabine,DB00987,adult acute myeloid leukemia with t(16;16)(p13;q22),C1541332,Terminated,Phase 2,
Cytarabine,DB00987,adult acute myeloid leukemia with t(8;21)(q22;q22),C1541331,Terminated,Phase 2,
Cytarabine,DB00987,recurrent adult acute myeloid leukemia,C0278780,Terminated,Phase 2,
Irinotecan,DB00544,Malignant neoplasm of stomach,C0024623,Terminated,Phase 2,Due to slow accrual
Capecitabine,DB00762,Malignant neoplasm of stomach,C0024623,Terminated,Phase 2,Due to slow accrual
,DB01101,Malignant neoplasm of stomach,C0024623,Terminated,Phase 2,Due to slow accrual
Panobinostat,DB06603,Non-Small Cell Lung Carcinoma,C0007131,Terminated,Phase 1,Widespread use firstline Pemetrexed; slow recruitment; funding withdrawn..
Dexamethasone,DB01234,Nausea and vomiting,C0027498,Withdrawn,Phase 3,This study has been cancelled prior to enrollment.
Etoposide,DB00773,Adult Kidney Wilms Tumor,C1332219,Suspended,Phase 3,Temporarily stopped for assessment
Doxorubicin,DB00970,Adult Kidney Wilms Tumor,C1332219,Suspended,Phase 3,Temporarily stopped for assessment
,DB00997,Adult Kidney Wilms Tumor,C1332219,Suspended,Phase 3,Temporarily stopped for assessment
Etoposide,DB00773,Beckwith-Wiedemann Syndrome,C0004903,Suspended,Phase 3,Temporarily stopped for assessment
Doxorubicin,DB00970,Beckwith-Wiedemann Syndrome,C0004903,Suspended,Phase 3,Temporarily stopped for assessment
,DB00997,Beckwith-Wiedemann Syndrome,C0004903,Suspended,Phase 3,Temporarily stopped for assessment
Etoposide,DB00773,Childhood Kidney Wilms Tumor,C1333015,Suspended,Phase 3,Temporarily stopped for assessment
Doxorubicin,DB00970,Childhood Kidney Wilms Tumor,C1333015,Suspended,Phase 3,Temporarily stopped for assessment
,DB00997,Childhood Kidney Wilms Tumor,C1333015,Suspended,Phase 3,Temporarily stopped for assessment
Etoposide,DB00773,Diffuse Hyperplastic Perilobar Nephroblastomatosis,C1880323,Suspended,Phase 3,Temporarily stopped for assessment
Doxorubicin,DB00970,Diffuse Hyperplastic Perilobar Nephroblastomatosis,C1880323,Suspended,Phase 3,Temporarily stopped for assessment
,DB00997,Diffuse Hyperplastic Perilobar Nephroblastomatosis,C1880323,Suspended,Phase 3,Temporarily stopped for assessment
Etoposide,DB00773,Congenital hemihypertrophy,C0332890,Suspended,Phase 3,Temporarily stopped for assessment
Doxorubicin,DB00970,Congenital hemihypertrophy,C0332890,Suspended,Phase 3,Temporarily stopped for assessment
,DB00997,Congenital hemihypertrophy,C0332890,Suspended,Phase 3,Temporarily stopped for assessment
Etoposide,DB00773,stage I Wilms' tumor,C0278711,Suspended,Phase 3,Temporarily stopped for assessment
Doxorubicin,DB00970,stage I Wilms' tumor,C0278711,Suspended,Phase 3,Temporarily stopped for assessment
,DB00997,stage I Wilms' tumor,C0278711,Suspended,Phase 3,Temporarily stopped for assessment
Etoposide,DB00773,stage II Wilms' tumor,C0278712,Suspended,Phase 3,Temporarily stopped for assessment
Doxorubicin,DB00970,stage II Wilms' tumor,C0278712,Suspended,Phase 3,Temporarily stopped for assessment
,DB00997,stage II Wilms' tumor,C0278712,Suspended,Phase 3,Temporarily stopped for assessment
Etoposide,DB00773,stage III Wilms' tumor,C0278713,Suspended,Phase 3,Temporarily stopped for assessment
Doxorubicin,DB00970,stage III Wilms' tumor,C0278713,Suspended,Phase 3,Temporarily stopped for assessment
,DB00997,stage III Wilms' tumor,C0278713,Suspended,Phase 3,Temporarily stopped for assessment
Etoposide,DB00773,stage IV Wilms' tumor,C0278714,Suspended,Phase 3,Temporarily stopped for assessment
Doxorubicin,DB00970,stage IV Wilms' tumor,C0278714,Suspended,Phase 3,Temporarily stopped for assessment
,DB00997,stage IV Wilms' tumor,C0278714,Suspended,Phase 3,Temporarily stopped for assessment
Etoposide,DB00773,stage V Wilms' tumor,C0278715,Suspended,Phase 3,Temporarily stopped for assessment
Doxorubicin,DB00970,stage V Wilms' tumor,C0278715,Suspended,Phase 3,Temporarily stopped for assessment
,DB00997,stage V Wilms' tumor,C0278715,Suspended,Phase 3,Temporarily stopped for assessment
Dexamethasone,DB01234,Acute fungal otitis externa,C0728738,Terminated,Phase 3,
Fluorouracil,DB00544,Colorectal cancer metastatic,C0948380,Withdrawn,Phase 2,Study has been terminated due to lack of accrual.
Capecitabine,DB01101,Colorectal cancer metastatic,C0948380,Withdrawn,Phase 2,Study has been terminated due to lack of accrual.
,DB01101,Colorectal Neoplasms,C0009404,Terminated,Phase 2,Recruitment rate to low; changed environment made protocol in its current state obsolete
Thalidomide,DB01041,Renal Cell Carcinoma,C0007134,Terminated,Phase 1/Phase 2,MTD determined sub-optimal as efficacious treatment for renal cell carcinoma.
Irinotecan,DB00762,Solid tumour,C0280100,Terminated,Phase 1,Study was terminated for business reasons.
Etoposide,DB00773,Solid tumour,C0280100,Terminated,Phase 1,Study was terminated for business reasons.
Doxorubicin,DB00997,Solid tumour,C0280100,Terminated,Phase 1,Study was terminated for business reasons.
Ifosfamide,DB01181,Solid tumour,C0280100,Terminated,Phase 1,Study was terminated for business reasons.
Irinotecan,DB00762,Kidney Neoplasm,C0022665,Terminated,Phase 1,Study was terminated for business reasons.
Etoposide,DB00773,Kidney Neoplasm,C0022665,Terminated,Phase 1,Study was terminated for business reasons.
Doxorubicin,DB00997,Kidney Neoplasm,C0022665,Terminated,Phase 1,Study was terminated for business reasons.
Ifosfamide,DB01181,Kidney Neoplasm,C0022665,Terminated,Phase 1,Study was terminated for business reasons.
Irinotecan,DB00762,Neuroblastoma,C0027819,Terminated,Phase 1,Study was terminated for business reasons.
Ifosfamide,DB01181,Neuroblastoma,C0027819,Terminated,Phase 1,Study was terminated for business reasons.
Irinotecan,DB00762,Colorectal cancer metastatic,C0948380,Terminated,Phase 1/Phase 2,The study is terminated prematurely as the sponsor decided to discontinue program with EMD
Carboplatin,DB00958,Epithelial ovarian cancer,C0677886,Withdrawn,Phase 1,AstraZeneca has discontinued the development of AZD0530. No new AstraZeneca-sponsored clinical
Carboplatin,DB00958,Non-small cell lung cancer recurrent,C0278517,Terminated,Phase 2,
Carboplatin,DB00773,Small cell carcinoma of lung,C0149925,Terminated,Phase 2,See termination reason in detailed description.
,DB00958,Small cell carcinoma of lung,C0149925,Terminated,Phase 2,See termination reason in detailed description.
,DB00997,leukemia,C0023418,Terminated,Phase 2,Increased rate of bacterial infections
,DB01234,leukemia,C0023418,Terminated,Phase 2,Increased rate of bacterial infections
Carboplatin,DB00958,Ovarian Diseases,C0029928,Terminated,Phase 1,Trial was terminated to allow sponsors to evaluate the future development of the drug program
Doxorubicin,DB00997,Ovarian Diseases,C0029928,Terminated,Phase 1,Trial was terminated to allow sponsors to evaluate the future development of the drug program
Carboplatin,DB00958,Carcinoma,C0007097,Terminated,Phase 1,Trial was terminated to allow sponsors to evaluate the future development of the drug program
Doxorubicin,DB00997,Carcinoma,C0007097,Terminated,Phase 1,Trial was terminated to allow sponsors to evaluate the future development of the drug program
Hydrocortisone,DB00741,"Pneumonia, Viral",C0032310,Terminated,Phase 3,"the H1N1 pandemic is now over, and fewer cases than expected were observed"
Carboplatin,DB00958,Breast cancer recurrent,C0278493,Terminated,Phase 2,Slow accrual
Thalidomide,DB01041,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",C0334634,Terminated,Phase 3,Terminated by sponsor due to new unpublished data that rendered the current design of the
Thalidomide,DB01041,"Lymphoma, Non-Hodgkin",C0024305,Terminated,Phase 3,Terminated by sponsor due to new unpublished data that rendered the current design of the
Irinotecan,DB00762,Malignant glioma of brain,C0349541,Terminated,Phase 2,study did not reach benchmark efficacy rule at 16 subjects
Acetylcysteine,DB06151,Bulimia Nervosa,C2267227,Terminated,Phase 3,
Prednisolone,DB00860,Clinically isolated syndrome,C2921627,Suspended,Phase 2,
,DB00959,Clinically isolated syndrome,C2921627,Suspended,Phase 2,
Prednisolone,DB00860,Chronic graft-versus-host disease,C0867389,Withdrawn,Phase 2,A decision was made to not move forward with the study. No participants were enrolled or
,DB00959,Chronic graft-versus-host disease,C0867389,Withdrawn,Phase 2,A decision was made to not move forward with the study. No participants were enrolled or
Azacitidine,DB00928,"Leukemia, Myelocytic, Acute",C0023467,Withdrawn,Phase 3,Study abandoned
Methylnaltrexone,DB00704,Gastroparesis,C0152020,Terminated,Phase 2,The study was prematurely terminated because of unavailibility of Methylnaltrexone in the
Acetylcysteine,DB06151,Acetaminophen overdose,C0572025,Terminated,Phase 3,
Carboplatin,DB00958,Hepatobiliary neoplasm,C0854196,Terminated,Phase 2,"Poor accrual, lack of enthusiasm from referring physicians, unusual outcomes regarding 2"
Cytarabine,DB00987,"Neoplasm, Residual",C0242596,Terminated,Phase 2,Study terminated for lack of accrual.
Etoposide,DB00773,Malignant neoplasm of lung,C0242379,Withdrawn,Phase 1,
Clomifene,DB00624,Hypogonadotropic hypogonadism,C0271623,Terminated,Phase 2,lack of funding
Carboplatin,DB00958,Non-Small Cell Lung Carcinoma,C0007131,Withdrawn,Phase 2,Program discontinued
Fludarabine,DB01073,Malignant tumor of colon,C0007102,Terminated,Phase 1,due to safety concerns and lack of efficacy
Fludarabine,DB01073,Malignant neoplasm of stomach,C0024623,Terminated,Phase 1,due to safety concerns and lack of efficacy
Fludarabine,DB01073,Malignant neoplasm of lung,C0242379,Terminated,Phase 1,due to safety concerns and lack of efficacy
Doxorubicin,DB00997,Hormone-Resistant Prostate Cancer,C3898877,Suspended,Phase 1/Phase 2,Drug shortage
Doxorubicin,DB00997,Prostate cancer recurrent,C0278838,Suspended,Phase 1/Phase 2,Drug shortage
Etoposide,DB00773,Secondary malignant neoplasm of lung,C0153676,Terminated,Phase 1,PI no longer affiliated with institution; only 2 subjects enrolled
Ifosfamide,DB00997,Secondary malignant neoplasm of lung,C0153676,Terminated,Phase 1,PI no longer affiliated with institution; only 2 subjects enrolled
Etoposide,DB00773,adult acute basophilic leukemia,C0279631,Terminated,Phase 1,Inadequate accrual rate
Mitoxantrone,DB00928,adult acute basophilic leukemia,C0279631,Terminated,Phase 1,Inadequate accrual rate
Etoposide,DB00773,adult acute eosinophilic leukemia,C0279630,Terminated,Phase 1,Inadequate accrual rate
Mitoxantrone,DB00928,adult acute eosinophilic leukemia,C0279630,Terminated,Phase 1,Inadequate accrual rate
Etoposide,DB00773,adult acute myeloid leukemia in remission,C0279094,Terminated,Phase 1,Inadequate accrual rate
Mitoxantrone,DB00928,adult acute myeloid leukemia in remission,C0279094,Terminated,Phase 1,Inadequate accrual rate
Etoposide,DB00773,Adult Acute Myeloid Leukemia with inv(16)(p13.1q22); CBFB-MYH11,C2825114,Terminated,Phase 1,Inadequate accrual rate
Mitoxantrone,DB00928,Adult Acute Myeloid Leukemia with inv(16)(p13.1q22); CBFB-MYH11,C2825114,Terminated,Phase 1,Inadequate accrual rate
Etoposide,DB00773,Adult Acute Myeloid Leukemia with t(8;21)(q22;q22); RUNX1-RUNX1T1,C2347540,Terminated,Phase 1,Inadequate accrual rate
Mitoxantrone,DB00928,Adult Acute Myeloid Leukemia with t(8;21)(q22;q22); RUNX1-RUNX1T1,C2347540,Terminated,Phase 1,Inadequate accrual rate
Etoposide,DB00773,untreated adult acute myeloid leukemia,C0279089,Terminated,Phase 1,Inadequate accrual rate
Mitoxantrone,DB00928,untreated adult acute myeloid leukemia,C0279089,Terminated,Phase 1,Inadequate accrual rate
Etoposide,DB00773,Adult Erythroleukemia,C2347748,Terminated,Phase 1,Inadequate accrual rate
Mitoxantrone,DB00928,Adult Erythroleukemia,C2347748,Terminated,Phase 1,Inadequate accrual rate
Etoposide,DB00773,Adult Pure Erythroid Leukemia,C2347753,Terminated,Phase 1,Inadequate accrual rate
Mitoxantrone,DB00928,Adult Pure Erythroid Leukemia,C2347753,Terminated,Phase 1,Inadequate accrual rate
Etoposide,DB00773,Alkylating Agent-Related Acute Myeloid Leukemia,C1332233,Terminated,Phase 1,Inadequate accrual rate
Mitoxantrone,DB00928,Alkylating Agent-Related Acute Myeloid Leukemia,C1332233,Terminated,Phase 1,Inadequate accrual rate
Etoposide,DB00773,recurrent adult acute myeloid leukemia,C0278780,Terminated,Phase 1,Inadequate accrual rate
Mitoxantrone,DB00928,recurrent adult acute myeloid leukemia,C0278780,Terminated,Phase 1,Inadequate accrual rate
Etoposide,DB00773,secondary acute myeloid leukemia,C0280449,Terminated,Phase 1,Inadequate accrual rate
Mitoxantrone,DB00928,secondary acute myeloid leukemia,C0280449,Terminated,Phase 1,Inadequate accrual rate
Fludarabine,DB01073,Malignant neoplasm of skin,C0007114,Terminated,Phase 1/Phase 2,"Unexpected toxicities, likely due to TIL/IL-12 & low % of durable responses."
Fludarabine,DB01073,Metastatic melanoma,C0278883,Terminated,Phase 1/Phase 2,"Unexpected toxicities, likely due to TIL/IL-12 & low % of durable responses."
Irinotecan,DB00762,Secondary malignant neoplasm of liver,C0494165,Terminated,Phase 2,This study was closed early by the DSMB due to increased toxicity.
Fludarabine,DB01073,Stage IV Skin Melanoma,C1321872,Terminated,Phase 2,Study was terminated due to poor accrual.
Doxorubicin,DB00997,Liver neoplasms,C0023903,Withdrawn,Phase 2,Doxil Shortage
Irinotecan,DB00762,Colorectal cancer metastatic,C0948380,Withdrawn,Phase 2,
Thalidomide,DB01041,Rheumatoid Arthritis,C0003873,Terminated,Phase 2,Study is terminated due to lack of efficacy
Doxorubicin,DB00997,Fallopian Tube Neoplasms,C0015558,Terminated,Phase 1,The study was stopped due to the inability to determine an acceptable dose with the potential
Dexamethasone,DB01234,multiple myeloma in relapse,C2349261,Withdrawn,Phase 2,Clinical trial being transferred to Columbia University with the Investigator.
Irinotecan,DB00762,Ewings sarcoma,C0553580,Terminated,Phase 2,
Etoposide,DB00773,"Lymphoma, Non-Hodgkin",C0024305,Terminated,Phase 1,closed for low accrual and no data is available.
Ifosfamide,DB00958,"Lymphoma, Non-Hodgkin",C0024305,Terminated,Phase 1,closed for low accrual and no data is available.
Dexamethasone,DB01234,Liver Cirrhosis,C0023890,Terminated,Phase 3,Recruitment problems (not enough patients were found who met eligibility criteria)
Levoleucovorin,DB11596,Secondary malignant neoplasm of liver,C0494165,Terminated,Phase 2,This study will not be written up.
Fluorouracil,DB00544,Stage IVA Colon Cancer,C3897082,Terminated,Phase 2,This study will not be written up.
Irinotecan,DB00762,Stage IVA Colon Cancer,C3897082,Terminated,Phase 2,This study will not be written up.
Levoleucovorin,DB11596,Stage IVA Colon Cancer,C3897082,Terminated,Phase 2,This study will not be written up.
Fluorouracil,DB00544,Stage IVB Colon Cancer,C3897517,Terminated,Phase 2,This study will not be written up.
Irinotecan,DB00762,Stage IVB Colon Cancer,C3897517,Terminated,Phase 2,This study will not be written up.
Levoleucovorin,DB11596,Stage IVB Colon Cancer,C3897517,Terminated,Phase 2,This study will not be written up.
Etoposide,DB00773,Non-small cell lung cancer stage III,C0278506,Withdrawn,Phase 2,"Low accrual, small patient population at center."
Irinotecan,DB00762,Advanced cancer,C0877373,Terminated,Phase 1,Refer to Detailed Description for documentaion of Termination Statement.
Thalidomide,DB01041,Bladder Neoplasm,C0005695,Terminated,Phase 1/Phase 2,low accrual
Etoposide,DB00773,adult acute monocytic leukemia (M5b),C0280634,Terminated,Phase 1/Phase 2,
Etoposide,DB00773,adult acute myeloblastic leukemia with maturation (M2),C0279624,Terminated,Phase 1/Phase 2,
Etoposide,DB00773,Adult Acute Myeloid Leukemia without Maturation,C0279623,Terminated,Phase 1/Phase 2,
Etoposide,DB00773,adult acute myeloid leukemia with 11q23 (MLL) abnormalities,C1541334,Terminated,Phase 1/Phase 2,
Etoposide,DB00773,adult acute myeloid leukemia with inv(16)(p13;q22),C1541333,Terminated,Phase 1/Phase 2,
Etoposide,DB00773,adult acute myeloid leukemia with t(16;16)(p13;q22),C1541332,Terminated,Phase 1/Phase 2,
Etoposide,DB00773,adult acute myeloid leukemia with t(8;21)(q22;q22),C1541331,Terminated,Phase 1/Phase 2,
Etoposide,DB00773,adult acute myelomonocytic leukemia (M4),C0279627,Terminated,Phase 1/Phase 2,
Etoposide,DB00773,adult acute megakaryoblastic leukemia (M7),C0279632,Terminated,Phase 1/Phase 2,
Etoposide,DB00773,adult acute minimally differentiated myeloid leukemia (M0),C0281641,Terminated,Phase 1/Phase 2,
Etoposide,DB00773,adult acute monoblastic leukemia (M5a),C0279629,Terminated,Phase 1/Phase 2,
Etoposide,DB00773,adult erythroleukemia (M6a),C1541339,Terminated,Phase 1/Phase 2,
Etoposide,DB00773,adult pure erythroid leukemia (M6b),C1541340,Terminated,Phase 1/Phase 2,
Melphalan,DB01042,Hematological Disease,C0018939,Terminated,Phase 2,did not accrue enough patients.
Fludarabine,DB01073,Hematological Disease,C0018939,Terminated,Phase 2,did not accrue enough patients.
Melphalan,DB01042,Hodgkin Disease,C0019829,Terminated,Phase 1/Phase 2,Poor accrual
Fludarabine,DB01073,Hodgkin Disease,C0019829,Terminated,Phase 1/Phase 2,Poor accrual
Melphalan,DB01042,"Lymphoma, Non-Hodgkin",C0024305,Terminated,Phase 1/Phase 2,Poor accrual
Irinotecan,DB00762,Adenocarcinoma of large intestine,C1319315,Terminated,Phase 2,Sponsor closed study
Leucovorin,DB00650,Malignant tumor of colon,C0007102,Terminated,Phase 2,efficacy interim analysis as per protocol
Testosterone,DB00624,hormone deficiency,C0599750,Terminated,Phase 2,Recruitment problems due to change of patient population at site.
Thalidomide,DB01041,leukemia,C0023418,Terminated,Phase 2,low accrual
Thalidomide,DB01041,adult nasal type extranodal NK/T-cell lymphoma,C1879279,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,Cutaneous B-Cell Non-Hodgkin Lymphoma,C1511566,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,Mucosa-Associated Lymphoid Tissue Lymphoma,C0242647,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,Hepatosplenic T-cell lymphoma,C1333984,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,Monocytoid B-cell lymphoma,C0855139,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,Peripheral T-Cell Lymphoma,C0079774,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,Prolymphocytic Leukemia,C0023486,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,recurrent adult Burkitt's lymphoma,C0280192,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,recurrent adult diffuse large cell lymphoma,C0280188,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,recurrent adult diffuse mixed cell lymphoma,C0280187,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,recurrent adult diffuse small cleaved cell lymphoma,C0280186,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,recurrent grade 1 follicular lymphoma,C0280182,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,recurrent grade 2 follicular lymphoma,C0280183,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,recurrent grade 3 follicular lymphoma,C0280185,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,Mantle cell lymphoma recurrent,C0677725,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,Marginal zone lymphoma recurrent,C1541273,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,Mycosis fungoides/Sezary syndrome recurrent,C0862200,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,B-cell small lymphocytic lymphoma recurrent,C0855096,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,Chronic lymphocytic leukaemia refractory,C0278791,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,Hairy cell leukaemia recurrent,C0279780,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,Small Intestinal Lymphoma,C0278805,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,Splenic Marginal Zone B-Cell Lymphoma,C0349632,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,T-Cell Large Granular Lymphocyte Leukemia,C1955861,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,Malignant lymphoma of testis,C0349644,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,recurrent adult grade III lymphomatoid granulomatosis,C1541469,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,recurrent adult immunoblastic large cell lymphoma,C0280190,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,recurrent adult lymphoblastic lymphoma,C0280191,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,Adult T-cell lymphoma/leukaemia recurrent,C0280427,Terminated,Phase 2,Low accrual
Thalidomide,DB01041,Cutaneous T-cell lymphoma recurrent,C0278580,Terminated,Phase 2,Low accrual
Prednisolone,DB00860,Microscopic Polyarteritis,C2347126,Terminated,Phase 2/Phase 3,Completed
,DB00959,Microscopic Polyarteritis,C2347126,Terminated,Phase 2/Phase 3,Completed
Etoposide,DB00773,Non-small cell lung cancer recurrent,C0278517,Terminated,Phase 1,Low accrual
Etoposide,DB00773,Stage IIB Non-Small Cell Lung Carcinoma,C1336190,Terminated,Phase 1,Low accrual
Etoposide,DB00773,Non-small cell lung cancer stage IIIA,C0278983,Terminated,Phase 1,Low accrual
Melphalan,DB01042,Retinoblastoma,C0035335,Terminated,Phase 2,Only 5 subjects could be enrolled. The sample of 25 subjects could not be achieved due to it
Carboplatin,DB00958,Anaplastic astrocytoma,C0334579,Suspended,Phase 1/Phase 2,In the process of transferring IRB to PI's current institution
Carboplatin,DB00958,Adenocarcinoma Of Esophagus,C0279628,Terminated,Phase 1/Phase 2,Research Cancelled
Carboplatin,DB00958,Adenocarcinoma of the gastroesophageal junction,C1332166,Terminated,Phase 1/Phase 2,Research Cancelled
Carboplatin,DB00958,HER-2 positive breast cancer,C1699634,Terminated,Phase 1/Phase 2,Closed early due to increased hematologic toxicity and possible reduced efficacy
Doxorubicin,DB00997,colon cancer liver metastasis,C0742558,Terminated,Phase 2,trial design contingent on RFA optimization
Doxorubicin,DB00997,Solid tumour,C0280100,Withdrawn,Phase 1,
Fludarabine,DB01073,"Leukemia, Myelocytic, Acute",C0023467,Withdrawn,Phase 1,The treatment planned was determined to be of low feasibility as no subject was found eligible
Testosterone,DB00624,Multiple Sclerosis,C0026769,Terminated,Phase 2,Poor recruitment
Dexamethasone,DB01234,Shoulder Pain,C0037011,Withdrawn,Phase 3,
Dexamethasone,DB01234,Shoulder Injuries,C0149776,Withdrawn,Phase 3,
Dexamethasone,DB01234,Disorder of shoulder,C1290859,Withdrawn,Phase 3,
Dexamethasone,DB01234,Disorder of rotator cuff,C1532240,Withdrawn,Phase 3,
Dexamethasone,DB01234,Disorder of tendon of biceps,C1996944,Withdrawn,Phase 3,
Doxorubicin,DB00997,contiguous stage II adult diffuse large cell lymphoma,C0677695,Withdrawn,Phase 2,No Funding Source and Competing Trials
